,price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus
352,3780000.0,5830,2,1,1,yes,no,no,no,no,2,no,unfurnished
353,3780000.0,2856,3,1,3,yes,no,no,no,no,0,yes,furnished
354,3780000.0,8400,2,1,1,yes,no,no,no,no,1,no,furnished
355,3773000.0,8250,3,1,1,yes,no,no,no,no,2,no,furnished
356,3773000.0,2520,5,2,1,no,no,yes,no,yes,1,no,furnished
357,3773000.0,6930,4,1,2,no,no,no,no,no,1,no,furnished
358,3745000.0,3480,2,1,1,yes,no,no,no,no,0,yes,semi-furnished
359,3710000.0,3600,3,1,1,yes,no,no,no,no,1,no,unfurnished
360,3710000.0,4040,2,1,1,yes,no,no,no,no,0,no,semi-furnished
361,3710000.0,6020,3,1,1,yes,no,no,no,no,0,no,semi-furnished
362,3710000.0,4050,2,1,1,yes,no,no,no,no,0,no,furnished
363,3710000.0,3584,2,1,1,yes,no,no,yes,no,0,no,semi-furnished
364,3703000.0,3120,3,1,2,no,no,yes,yes,no,0,no,semi-furnished
365,3703000.0,5450,2,1,1,yes,no,no,no,no,0,no,furnished
366,3675000.0,3630,2,1,1,yes,no,yes,no,no,0,no,furnished
367,3675000.0,3630,2,1,1,yes,no,no,no,yes,0,no,unfurnished
368,3675000.0,5640,2,1,1,no,no,no,no,no,0,no,semi-furnished
369,3675000.0,3600,2,1,1,yes,no,no,no,no,0,no,furnished
370,3640000.0,4280,2,1,1,yes,no,no,no,yes,2,no,semi-furnished
371,3640000.0,3570,3,1,2,yes,no,yes,no,no,0,no,semi-furnished
372,3640000.0,3180,3,1,2,no,no,yes,no,no,0,no,semi-furnished
373,3640000.0,3000,2,1,2,yes,no,no,no,yes,0,no,furnished
374,3640000.0,3520,2,2,1,yes,no,yes,no,no,0,no,semi-furnished
375,3640000.0,5960,3,1,2,yes,yes,yes,no,no,0,no,unfurnished
376,3640000.0,4130,3,2,2,yes,no,no,no,no,2,no,semi-furnished
377,3640000.0,2850,3,2,2,no,no,yes,no,no,0,yes,unfurnished
378,3640000.0,2275,3,1,3,yes,no,no,yes,yes,0,yes,semi-furnished
379,3633000.0,3520,3,1,1,yes,no,no,no,no,2,yes,unfurnished
380,3605000.0,4500,2,1,1,yes,no,no,no,no,0,no,semi-furnished
381,3605000.0,4000,2,1,1,yes,no,no,no,no,0,yes,semi-furnished
382,3570000.0,3150,3,1,2,yes,no,yes,no,no,0,no,furnished
383,3570000.0,4500,4,2,2,yes,no,yes,no,no,2,no,furnished
384,3570000.0,4500,2,1,1,no,no,no,no,no,0,no,furnished
385,3570000.0,3640,2,1,1,yes,no,no,no,no,0,no,unfurnished
386,3535000.0,3850,3,1,1,yes,no,no,no,no,2,no,unfurnished
387,3500000.0,4240,3,1,2,yes,no,no,no,yes,0,no,semi-furnished
388,3500000.0,3650,3,1,2,yes,no,no,no,no,0,no,unfurnished
389,3500000.0,4600,4,1,2,yes,no,no,no,no,0,no,semi-furnished
390,3500000.0,2135,3,2,2,no,no,no,no,no,0,no,unfurnished
391,3500000.0,3036,3,1,2,yes,no,yes,no,no,0,no,semi-furnished
392,3500000.0,3990,3,1,2,yes,no,no,no,no,0,no,semi-furnished
393,3500000.0,7424,3,1,1,no,no,no,no,no,0,no,unfurnished
394,3500000.0,3480,3,1,1,no,no,no,no,yes,0,no,unfurnished
395,3500000.0,3600,6,1,2,yes,no,no,no,no,1,no,unfurnished
396,3500000.0,3640,2,1,1,yes,no,no,no,no,1,no,semi-furnished
397,3500000.0,5900,2,1,1,yes,no,no,no,no,1,no,furnished
398,3500000.0,3120,3,1,2,yes,no,no,no,no,1,no,unfurnished
399,3500000.0,7350,2,1,1,yes,no,no,no,no,1,no,semi-furnished
400,3500000.0,3512,2,1,1,yes,no,no,no,no,1,yes,unfurnished
401,3500000.0,9500,3,1,2,yes,no,no,no,no,3,yes,unfurnished
402,3500000.0,5880,2,1,1,yes,no,no,no,no,0,no,unfurnished
403,3500000.0,12944,3,1,1,yes,no,no,no,no,0,no,unfurnished
404,3493000.0,4900,3,1,2,no,no,no,no,no,0,no,unfurnished
405,3465000.0,3060,3,1,1,yes,no,no,no,no,0,no,unfurnished
406,3465000.0,5320,2,1,1,yes,no,no,no,no,1,yes,unfurnished
407,3465000.0,2145,3,1,3,yes,no,no,no,no,0,yes,furnished
408,3430000.0,4000,2,1,1,yes,no,no,no,no,0,no,unfurnished
409,3430000.0,3185,2,1,1,yes,no,no,no,no,2,no,unfurnished
410,3430000.0,3850,3,1,1,yes,no,no,no,no,0,no,unfurnished
411,3430000.0,2145,3,1,3,yes,no,no,no,no,0,yes,furnished
412,3430000.0,2610,3,1,2,yes,no,yes,no,no,0,yes,unfurnished
413,3430000.0,1950,3,2,2,yes,no,yes,no,no,0,yes,unfurnished
414,3423000.0,4040,2,1,1,yes,no,no,no,no,0,no,unfurnished
415,3395000.0,4785,3,1,2,yes,yes,yes,no,yes,1,no,furnished
416,3395000.0,3450,3,1,1,yes,no,yes,no,no,2,no,unfurnished
417,3395000.0,3640,2,1,1,yes,no,no,no,no,0,no,furnished
418,3360000.0,3500,4,1,2,yes,no,no,no,yes,2,no,unfurnished
419,3360000.0,4960,4,1,3,no,no,no,no,no,0,no,semi-furnished
420,3360000.0,4120,2,1,2,yes,no,no,no,no,0,no,unfurnished
421,3360000.0,4750,2,1,1,yes,no,no,no,no,0,no,unfurnished
422,3360000.0,3720,2,1,1,no,no,no,no,yes,0,no,unfurnished
423,3360000.0,3750,3,1,1,yes,no,no,no,no,0,no,unfurnished
424,3360000.0,3100,3,1,2,no,no,yes,no,no,0,no,semi-furnished
425,3360000.0,3185,2,1,1,yes,no,yes,no,no,2,no,furnished
426,3353000.0,2700,3,1,1,no,no,no,no,no,0,no,furnished
427,3332000.0,2145,3,1,2,yes,no,yes,no,no,0,yes,furnished
428,3325000.0,4040,2,1,1,yes,no,no,no,no,1,no,unfurnished
429,3325000.0,4775,4,1,2,yes,no,no,no,no,0,no,unfurnished
430,3290000.0,2500,2,1,1,no,no,no,no,yes,0,no,unfurnished
431,3290000.0,3180,4,1,2,yes,no,yes,no,yes,0,no,unfurnished
432,3290000.0,6060,3,1,1,yes,yes,yes,no,no,0,no,furnished
433,3290000.0,3480,4,1,2,no,no,no,no,no,1,no,semi-furnished
434,3290000.0,3792,4,1,2,yes,no,no,no,no,0,no,semi-furnished
435,3290000.0,4040,2,1,1,yes,no,no,no,no,0,no,unfurnished
436,3290000.0,2145,3,1,2,yes,no,yes,no,no,0,yes,furnished
437,3290000.0,5880,3,1,1,yes,no,no,no,no,1,no,unfurnished
438,3255000.0,4500,2,1,1,no,no,no,no,no,0,no,semi-furnished
439,3255000.0,3930,2,1,1,no,no,no,no,no,0,no,unfurnished
440,3234000.0,3640,4,1,2,yes,no,yes,no,no,0,no,unfurnished
441,3220000.0,4370,3,1,2,yes,no,no,no,no,0,no,unfurnished
442,3220000.0,2684,2,1,1,yes,no,no,no,yes,1,no,unfurnished
443,3220000.0,4320,3,1,1,no,no,no,no,no,1,no,unfurnished
444,3220000.0,3120,3,1,2,no,no,no,no,no,0,no,furnished
445,3150000.0,3450,1,1,1,yes,no,no,no,no,0,no,furnished
446,3150000.0,3986,2,2,1,no,yes,yes,no,no,1,no,unfurnished
447,3150000.0,3500,2,1,1,no,no,yes,no,no,0,no,semi-furnished
448,3150000.0,4095,2,1,1,yes,no,no,no,no,2,no,semi-furnished
449,3150000.0,1650,3,1,2,no,no,yes,no,no,0,no,unfurnished
450,3150000.0,3450,3,1,2,yes,no,yes,no,no,0,no,semi-furnished
451,3150000.0,6750,2,1,1,yes,no,no,no,no,0,no,semi-furnished
452,3150000.0,9000,3,1,2,yes,no,no,no,no,2,no,semi-furnished
453,3150000.0,3069,2,1,1,yes,no,no,no,no,1,no,unfurnished
454,3143000.0,4500,3,1,2,yes,no,no,no,yes,0,no,unfurnished
455,3129000.0,5495,3,1,1,yes,no,yes,no,no,0,no,unfurnished
456,3118850.0,2398,3,1,1,yes,no,no,no,no,0,yes,semi-furnished
457,3115000.0,3000,3,1,1,no,no,no,no,yes,0,no,unfurnished
458,3115000.0,3850,3,1,2,yes,no,no,no,no,0,no,unfurnished
459,3115000.0,3500,2,1,1,yes,no,no,no,no,0,no,unfurnished
460,3087000.0,8100,2,1,1,yes,no,no,no,no,1,no,unfurnished
461,3080000.0,4960,2,1,1,yes,no,yes,no,yes,0,no,unfurnished
462,3080000.0,2160,3,1,2,no,no,yes,no,no,0,no,semi-furnished
463,3080000.0,3090,2,1,1,yes,yes,yes,no,no,0,no,unfurnished
464,3080000.0,4500,2,1,2,yes,no,no,yes,no,1,no,semi-furnished
465,3045000.0,3800,2,1,1,yes,no,no,no,no,0,no,unfurnished
466,3010000.0,3090,3,1,2,no,no,no,no,no,0,no,semi-furnished
467,3010000.0,3240,3,1,2,yes,no,no,no,no,2,no,semi-furnished
468,3010000.0,2835,2,1,1,yes,no,no,no,no,0,no,semi-furnished
469,3010000.0,4600,2,1,1,yes,no,no,no,no,0,no,furnished
470,3010000.0,5076,3,1,1,no,no,no,no,no,0,no,unfurnished
471,3010000.0,3750,3,1,2,yes,no,no,no,no,0,no,unfurnished
472,3010000.0,3630,4,1,2,yes,no,no,no,no,3,no,semi-furnished
473,3003000.0,8050,2,1,1,yes,no,no,no,no,0,no,unfurnished
474,2975000.0,4352,4,1,2,no,no,no,no,no,1,no,unfurnished
475,2961000.0,3000,2,1,2,yes,no,no,no,no,0,no,semi-furnished
476,2940000.0,5850,3,1,2,yes,no,yes,no,no,1,no,unfurnished
477,2940000.0,4960,2,1,1,yes,no,no,no,no,0,no,unfurnished
478,2940000.0,3600,3,1,2,no,no,no,no,no,1,no,unfurnished
479,2940000.0,3660,4,1,2,no,no,no,no,no,0,no,unfurnished
480,2940000.0,3480,3,1,2,no,no,no,no,no,1,no,semi-furnished
481,2940000.0,2700,2,1,1,no,no,no,no,no,0,no,furnished
482,2940000.0,3150,3,1,2,no,no,no,no,no,0,no,unfurnished
483,2940000.0,6615,3,1,2,yes,no,no,no,no,0,no,semi-furnished
484,2870000.0,3040,2,1,1,no,no,no,no,no,0,no,unfurnished
485,2870000.0,3630,2,1,1,yes,no,no,no,no,0,no,unfurnished
486,2870000.0,6000,2,1,1,yes,no,no,no,no,0,no,semi-furnished
487,2870000.0,5400,4,1,2,yes,no,no,no,no,0,no,unfurnished
488,2852500.0,5200,4,1,3,yes,no,no,no,no,0,no,unfurnished
489,2835000.0,3300,3,1,2,no,no,no,no,no,1,no,semi-furnished
490,2835000.0,4350,3,1,2,no,no,no,yes,no,1,no,unfurnished
491,2835000.0,2640,2,1,1,no,no,no,no,no,1,no,furnished
492,2800000.0,2650,3,1,2,yes,no,yes,no,no,1,no,unfurnished
493,2800000.0,3960,3,1,1,yes,no,no,no,no,0,no,furnished
494,2730000.0,6800,2,1,1,yes,no,no,no,no,0,no,unfurnished
495,2730000.0,4000,3,1,2,yes,no,no,no,no,1,no,unfurnished
496,2695000.0,4000,2,1,1,yes,no,no,no,no,0,no,unfurnished
497,2660000.0,3934,2,1,1,yes,no,no,no,no,0,no,unfurnished
498,2660000.0,2000,2,1,2,yes,no,no,no,no,0,no,semi-furnished
499,2660000.0,3630,3,3,2,no,yes,no,no,no,0,no,unfurnished
500,2660000.0,2800,3,1,1,yes,no,no,no,no,0,no,unfurnished
501,2660000.0,2430,3,1,1,no,no,no,no,no,0,no,unfurnished
502,2660000.0,3480,2,1,1,yes,no,no,no,no,1,no,semi-furnished
503,2660000.0,4000,3,1,1,yes,no,no,no,no,0,no,semi-furnished
504,2653000.0,3185,2,1,1,yes,no,no,no,yes,0,no,unfurnished
505,2653000.0,4000,3,1,2,yes,no,no,no,yes,0,no,unfurnished
506,2604000.0,2910,2,1,1,no,no,no,no,no,0,no,unfurnished
507,2590000.0,3600,2,1,1,yes,no,no,no,no,0,no,unfurnished
508,2590000.0,4400,2,1,1,yes,no,no,no,no,0,no,unfurnished
509,2590000.0,3600,2,2,2,yes,no,yes,no,no,1,no,furnished
510,2520000.0,2880,3,1,1,no,no,no,no,no,0,no,unfurnished
511,2520000.0,3180,3,1,1,no,no,no,no,no,0,no,unfurnished
512,2520000.0,3000,2,1,2,yes,no,no,no,no,0,no,furnished
513,2485000.0,4400,3,1,2,yes,no,no,no,no,0,no,unfurnished
514,2485000.0,3000,3,1,2,no,no,no,no,no,0,no,semi-furnished
515,2450000.0,3210,3,1,2,yes,no,yes,no,no,0,no,unfurnished
516,2450000.0,3240,2,1,1,no,yes,no,no,no,1,no,unfurnished
517,2450000.0,3000,2,1,1,yes,no,no,no,no,1,no,unfurnished
518,2450000.0,3500,2,1,1,yes,yes,no,no,no,0,no,unfurnished
519,2450000.0,4840,2,1,2,yes,no,no,no,no,0,no,unfurnished
520,2450000.0,7700,2,1,1,yes,no,no,no,no,0,no,unfurnished
521,2408000.0,3635,2,1,1,no,no,no,no,no,0,no,unfurnished
522,2380000.0,2475,3,1,2,yes,no,no,no,no,0,no,furnished
523,2380000.0,2787,4,2,2,yes,no,no,no,no,0,no,furnished
524,2380000.0,3264,2,1,1,yes,no,no,no,no,0,no,unfurnished
525,2345000.0,3640,2,1,1,yes,no,no,no,no,0,no,unfurnished
526,2310000.0,3180,2,1,1,yes,no,no,no,no,0,no,unfurnished
527,2275000.0,1836,2,1,1,no,no,yes,no,no,0,no,semi-furnished
528,2275000.0,3970,1,1,1,no,no,no,no,no,0,no,unfurnished
529,2275000.0,3970,3,1,2,yes,no,yes,no,no,0,no,unfurnished
530,2240000.0,1950,3,1,1,no,no,no,yes,no,0,no,unfurnished
531,2233000.0,5300,3,1,1,no,no,no,no,yes,0,yes,unfurnished
532,2233000.0,3000,2,1,1,no,no,no,no,no,0,no,unfurnished
533,2100000.0,2400,3,1,2,yes,no,no,no,no,0,no,unfurnished
534,2100000.0,3000,4,1,2,yes,no,no,no,no,0,no,unfurnished
535,2100000.0,3360,2,1,1,yes,no,no,no,no,1,no,unfurnished
536,1960000.0,3420,5,1,2,no,no,no,no,no,0,no,unfurnished
537,1890000.0,1700,3,1,2,yes,no,no,no,no,0,no,unfurnished
538,1890000.0,3649,2,1,1,yes,no,no,no,no,0,no,unfurnished
539,1855000.0,2990,2,1,1,no,no,no,no,no,1,no,unfurnished
540,1820000.0,3000,2,1,1,yes,no,yes,no,no,2,no,unfurnished
541,1767150.0,2400,3,1,1,no,no,no,no,no,0,no,semi-furnished
542,1750000.0,3620,2,1,1,yes,no,no,no,no,0,no,unfurnished
543,1750000.0,2910,3,1,1,no,no,no,no,no,0,no,furnished
544,1750000.0,3850,3,1,2,yes,no,no,no,no,0,no,unfurnished
